index,timestamp,customer_no,location,weekday,time,minute,abs_minute,first_section
89,2019-09-02 07:20:00,36,dairy,0,7,20,440,1
90,2019-09-02 07:21:00,30,fruit,0,7,21,441,0
91,2019-09-02 07:21:00,36,checkout,0,7,21,441,0
92,2019-09-02 07:22:00,17,checkout,0,7,22,442,0
93,2019-09-02 07:22:00,25,checkout,0,7,22,442,0
94,2019-09-02 07:22:00,33,spices,0,7,22,442,0
95,2019-09-02 07:22:00,35,checkout,0,7,22,442,0
96,2019-09-02 07:22:00,37,fruit,0,7,22,442,1
97,2019-09-02 07:22:00,38,fruit,0,7,22,442,1
98,2019-09-02 07:23:00,30,checkout,0,7,23,443,0
99,2019-09-02 07:23:00,33,dairy,0,7,23,443,0
100,2019-09-02 07:24:00,26,checkout,0,7,24,444,0
101,2019-09-02 07:24:00,33,drinks,0,7,24,444,0
102,2019-09-02 07:25:00,6,spices,0,7,25,445,0
103,2019-09-02 07:25:00,34,spices,0,7,25,445,0
104,2019-09-02 07:26:00,6,dairy,0,7,26,446,0
105,2019-09-02 07:26:00,33,spices,0,7,26,446,0
106,2019-09-02 07:26:00,34,fruit,0,7,26,446,0
107,2019-09-02 07:26:00,37,checkout,0,7,26,446,0
108,2019-09-02 07:26:00,38,dairy,0,7,26,446,0
109,2019-09-02 07:26:00,39,dairy,0,7,26,446,1
110,2019-09-02 07:26:00,40,dairy,0,7,26,446,1
111,2019-09-02 07:26:00,41,drinks,0,7,26,446,1
112,2019-09-02 07:26:00,42,dairy,0,7,26,446,1
113,2019-09-02 07:26:00,43,fruit,0,7,26,446,1
114,2019-09-02 07:26:00,44,fruit,0,7,26,446,1
115,2019-09-02 07:26:00,45,spices,0,7,26,446,1
116,2019-09-02 07:26:00,46,fruit,0,7,26,446,1
117,2019-09-02 07:27:00,6,spices,0,7,27,447,0
118,2019-09-02 07:27:00,33,drinks,0,7,27,447,0
119,2019-09-02 07:27:00,34,checkout,0,7,27,447,0
120,2019-09-02 07:27:00,39,checkout,0,7,27,447,0
121,2019-09-02 07:27:00,41,dairy,0,7,27,447,0
122,2019-09-02 07:27:00,44,checkout,0,7,27,447,0
123,2019-09-02 07:27:00,45,dairy,0,7,27,447,0
124,2019-09-02 07:27:00,46,checkout,0,7,27,447,0
125,2019-09-02 07:27:00,47,drinks,0,7,27,447,1
126,2019-09-02 07:27:00,48,drinks,0,7,27,447,1
127,2019-09-02 07:27:00,49,spices,0,7,27,447,1
128,2019-09-02 07:28:00,41,spices,0,7,28,448,0
129,2019-09-02 07:28:00,43,dairy,0,7,28,448,0
130,2019-09-02 07:28:00,47,fruit,0,7,28,448,0
131,2019-09-02 07:28:00,48,checkout,0,7,28,448,0
132,2019-09-02 07:28:00,49,checkout,0,7,28,448,0
133,2019-09-02 07:28:00,50,fruit,0,7,28,448,1
134,2019-09-02 07:28:00,51,fruit,0,7,28,448,1
135,2019-09-02 07:29:00,6,checkout,0,7,29,449,0
136,2019-09-02 07:29:00,38,checkout,0,7,29,449,0
137,2019-09-02 07:29:00,40,spices,0,7,29,449,0
138,2019-09-02 07:29:00,50,drinks,0,7,29,449,0
139,2019-09-02 07:29:00,52,drinks,0,7,29,449,1
140,2019-09-02 07:29:00,53,fruit,0,7,29,449,1
141,2019-09-02 07:30:00,40,checkout,0,7,30,450,0
142,2019-09-02 07:30:00,41,drinks,0,7,30,450,0
143,2019-09-02 07:30:00,42,spices,0,7,30,450,0
144,2019-09-02 07:30:00,45,fruit,0,7,30,450,0
145,2019-09-02 07:30:00,54,spices,0,7,30,450,1
146,2019-09-02 07:30:00,55,spices,0,7,30,450,1
147,2019-09-02 07:30:00,56,fruit,0,7,30,450,1
148,2019-09-02 07:30:00,57,fruit,0,7,30,450,1
149,2019-09-02 07:30:00,58,drinks,0,7,30,450,1
150,2019-09-02 07:30:00,59,dairy,0,7,30,450,1
151,2019-09-02 07:31:00,45,drinks,0,7,31,451,0
152,2019-09-02 07:31:00,50,spices,0,7,31,451,0
153,2019-09-02 07:31:00,51,dairy,0,7,31,451,0
154,2019-09-02 07:31:00,52,spices,0,7,31,451,0
155,2019-09-02 07:31:00,54,dairy,0,7,31,451,0
156,2019-09-02 07:31:00,57,checkout,0,7,31,451,0
157,2019-09-02 07:32:00,42,fruit,0,7,32,452,0
158,2019-09-02 07:32:00,47,dairy,0,7,32,452,0
159,2019-09-02 07:32:00,50,checkout,0,7,32,452,0
160,2019-09-02 07:32:00,53,checkout,0,7,32,452,0
161,2019-09-02 07:32:00,55,dairy,0,7,32,452,0
162,2019-09-02 07:32:00,58,checkout,0,7,32,452,0
163,2019-09-02 07:33:00,27,checkout,0,7,33,453,0
164,2019-09-02 07:33:00,33,checkout,0,7,33,453,0
165,2019-09-02 07:33:00,41,checkout,0,7,33,453,0
166,2019-09-02 07:33:00,42,dairy,0,7,33,453,0
167,2019-09-02 07:33:00,51,checkout,0,7,33,453,0
168,2019-09-02 07:33:00,52,fruit,0,7,33,453,0
169,2019-09-02 07:33:00,56,dairy,0,7,33,453,0
170,2019-09-02 07:33:00,60,fruit,0,7,33,453,1
171,2019-09-02 07:33:00,61,spices,0,7,33,453,1
172,2019-09-02 07:33:00,62,spices,0,7,33,453,1
173,2019-09-02 07:34:00,45,fruit,0,7,34,454,0
174,2019-09-02 07:34:00,56,spices,0,7,34,454,0
175,2019-09-02 07:34:00,61,drinks,0,7,34,454,0
176,2019-09-02 07:35:00,55,checkout,0,7,35,455,0
177,2019-09-02 07:35:00,56,drinks,0,7,35,455,0
178,2019-09-02 07:35:00,59,drinks,0,7,35,455,0
179,2019-09-02 07:35:00,60,drinks,0,7,35,455,0
180,2019-09-02 07:35:00,62,drinks,0,7,35,455,0
181,2019-09-02 07:36:00,45,dairy,0,7,36,456,0
182,2019-09-02 07:36:00,47,checkout,0,7,36,456,0
183,2019-09-02 07:36:00,52,drinks,0,7,36,456,0
184,2019-09-02 07:36:00,60,checkout,0,7,36,456,0
185,2019-09-02 07:37:00,52,fruit,0,7,37,457,0
186,2019-09-02 07:37:00,54,checkout,0,7,37,457,0
187,2019-09-02 07:38:00,59,fruit,0,7,38,458,0
188,2019-09-02 07:38:00,62,checkout,0,7,38,458,0
189,2019-09-02 07:39:00,43,fruit,0,7,39,459,0
190,2019-09-02 07:39:00,52,checkout,0,7,39,459,0
191,2019-09-02 07:39:00,59,checkout,0,7,39,459,0
192,2019-09-02 07:39:00,63,spices,0,7,39,459,1
193,2019-09-02 07:40:00,56,checkout,0,7,40,460,0
194,2019-09-02 07:40:00,63,drinks,0,7,40,460,0
195,2019-09-02 07:40:00,64,drinks,0,7,40,460,1
196,2019-09-02 07:40:00,65,drinks,0,7,40,460,1
197,2019-09-02 07:40:00,66,spices,0,7,40,460,1
198,2019-09-02 07:41:00,43,dairy,0,7,41,461,0
199,2019-09-02 07:41:00,61,checkout,0,7,41,461,0
200,2019-09-02 07:41:00,63,fruit,0,7,41,461,0
201,2019-09-02 07:42:00,64,fruit,0,7,42,462,0
202,2019-09-02 07:42:00,67,dairy,0,7,42,462,1
203,2019-09-02 07:42:00,68,spices,0,7,42,462,1
204,2019-09-02 07:42:00,69,fruit,0,7,42,462,1
205,2019-09-02 07:42:00,70,spices,0,7,42,462,1
206,2019-09-02 07:43:00,43,checkout,0,7,43,463,0
207,2019-09-02 07:43:00,63,dairy,0,7,43,463,0
208,2019-09-02 07:43:00,64,drinks,0,7,43,463,0
209,2019-09-02 07:43:00,66,drinks,0,7,43,463,0
210,2019-09-02 07:43:00,69,checkout,0,7,43,463,0
211,2019-09-02 07:43:00,71,dairy,0,7,43,463,1
212,2019-09-02 07:43:00,72,spices,0,7,43,463,1
213,2019-09-02 07:43:00,73,dairy,0,7,43,463,1
214,2019-09-02 07:43:00,74,spices,0,7,43,463,1
215,2019-09-02 07:43:00,75,spices,0,7,43,463,1
216,2019-09-02 07:44:00,42,checkout,0,7,44,464,0
217,2019-09-02 07:44:00,63,fruit,0,7,44,464,0
218,2019-09-02 07:44:00,67,spices,0,7,44,464,0
219,2019-09-02 07:44:00,70,drinks,0,7,44,464,0
220,2019-09-02 07:44:00,71,fruit,0,7,44,464,0
221,2019-09-02 07:44:00,73,checkout,0,7,44,464,0
222,2019-09-02 07:44:00,75,dairy,0,7,44,464,0
223,2019-09-02 07:44:00,76,drinks,0,7,44,464,1
224,2019-09-02 07:44:00,77,fruit,0,7,44,464,1
225,2019-09-02 07:44:00,78,spices,0,7,44,464,1
226,2019-09-02 07:44:00,79,dairy,0,7,44,464,1
227,2019-09-02 07:45:00,64,checkout,0,7,45,465,0
228,2019-09-02 07:45:00,66,spices,0,7,45,465,0
229,2019-09-02 07:45:00,68,drinks,0,7,45,465,0
230,2019-09-02 07:45:00,72,drinks,0,7,45,465,0
231,2019-09-02 07:45:00,74,fruit,0,7,45,465,0
232,2019-09-02 07:45:00,75,drinks,0,7,45,465,0
233,2019-09-02 07:45:00,78,dairy,0,7,45,465,0
234,2019-09-02 07:46:00,63,drinks,0,7,46,466,0
235,2019-09-02 07:46:00,65,dairy,0,7,46,466,0
236,2019-09-02 07:46:00,67,drinks,0,7,46,466,0
237,2019-09-02 07:46:00,74,checkout,0,7,46,466,0
238,2019-09-02 07:47:00,65,checkout,0,7,47,467,0
239,2019-09-02 07:47:00,66,checkout,0,7,47,467,0
240,2019-09-02 07:47:00,70,checkout,0,7,47,467,0
241,2019-09-02 07:47:00,75,spices,0,7,47,467,0
242,2019-09-02 07:47:00,80,dairy,0,7,47,467,1
243,2019-09-02 07:47:00,81,drinks,0,7,47,467,1
244,2019-09-02 07:47:00,82,drinks,0,7,47,467,1
245,2019-09-02 07:47:00,83,fruit,0,7,47,467,1
246,2019-09-02 07:48:00,63,checkout,0,7,48,468,0
247,2019-09-02 07:48:00,67,checkout,0,7,48,468,0
248,2019-09-02 07:48:00,68,fruit,0,7,48,468,0
249,2019-09-02 07:48:00,75,drinks,0,7,48,468,0
250,2019-09-02 07:48:00,78,checkout,0,7,48,468,0
251,2019-09-02 07:48:00,80,drinks,0,7,48,468,0
252,2019-09-02 07:48:00,81,fruit,0,7,48,468,0
253,2019-09-02 07:48:00,83,dairy,0,7,48,468,0
254,2019-09-02 07:48:00,84,fruit,0,7,48,468,1
255,2019-09-02 07:48:00,85,drinks,0,7,48,468,1
256,2019-09-02 07:49:00,76,dairy,0,7,49,469,0
257,2019-09-02 07:49:00,81,checkout,0,7,49,469,0
258,2019-09-02 07:49:00,83,checkout,0,7,49,469,0
259,2019-09-02 07:49:00,85,spices,0,7,49,469,0
260,2019-09-02 07:49:00,86,spices,0,7,49,469,1
261,2019-09-02 07:49:00,87,drinks,0,7,49,469,1
262,2019-09-02 07:49:00,88,dairy,0,7,49,469,1
263,2019-09-02 07:49:00,89,drinks,0,7,49,469,1
264,2019-09-02 07:49:00,90,spices,0,7,49,469,1
265,2019-09-02 07:50:00,68,spices,0,7,50,470,0
266,2019-09-02 07:50:00,75,checkout,0,7,50,470,0
267,2019-09-02 07:50:00,76,drinks,0,7,50,470,0
268,2019-09-02 07:50:00,84,drinks,0,7,50,470,0
269,2019-09-02 07:50:00,85,checkout,0,7,50,470,0
270,2019-09-02 07:50:00,86,drinks,0,7,50,470,0
271,2019-09-02 07:50:00,87,checkout,0,7,50,470,0
272,2019-09-02 07:50:00,89,checkout,0,7,50,470,0
273,2019-09-02 07:50:00,90,checkout,0,7,50,470,0
274,2019-09-02 07:51:00,71,checkout,0,7,51,471,0
275,2019-09-02 07:51:00,76,checkout,0,7,51,471,0
276,2019-09-02 07:51:00,86,spices,0,7,51,471,0
277,2019-09-02 07:52:00,68,checkout,0,7,52,472,0
278,2019-09-02 07:52:00,72,checkout,0,7,52,472,0
279,2019-09-02 07:52:00,77,checkout,0,7,52,472,0
280,2019-09-02 07:52:00,82,checkout,0,7,52,472,0
281,2019-09-02 07:52:00,91,fruit,0,7,52,472,1
282,2019-09-02 07:52:00,92,dairy,0,7,52,472,1
283,2019-09-02 07:52:00,93,dairy,0,7,52,472,1
284,2019-09-02 07:52:00,94,drinks,0,7,52,472,1
285,2019-09-02 07:53:00,79,drinks,0,7,53,473,0
286,2019-09-02 07:53:00,80,spices,0,7,53,473,0
287,2019-09-02 07:53:00,86,fruit,0,7,53,473,0
288,2019-09-02 07:53:00,93,checkout,0,7,53,473,0
289,2019-09-02 07:53:00,94,dairy,0,7,53,473,0
290,2019-09-02 07:53:00,95,drinks,0,7,53,473,1
291,2019-09-02 07:53:00,96,dairy,0,7,53,473,1
292,2019-09-02 07:54:00,79,checkout,0,7,54,474,0
293,2019-09-02 07:54:00,80,dairy,0,7,54,474,0
294,2019-09-02 07:54:00,84,spices,0,7,54,474,0
295,2019-09-02 07:54:00,94,checkout,0,7,54,474,0
296,2019-09-02 07:54:00,96,checkout,0,7,54,474,0
297,2019-09-02 07:54:00,97,fruit,0,7,54,474,1
298,2019-09-02 07:55:00,45,checkout,0,7,55,475,0
299,2019-09-02 07:55:00,84,dairy,0,7,55,475,0
300,2019-09-02 07:55:00,86,dairy,0,7,55,475,0
301,2019-09-02 07:56:00,91,dairy,0,7,56,476,0
302,2019-09-02 07:56:00,98,dairy,0,7,56,476,1
303,2019-09-02 07:56:00,99,dairy,0,7,56,476,1
304,2019-09-02 07:56:00,100,drinks,0,7,56,476,1
305,2019-09-02 07:56:00,101,fruit,0,7,56,476,1
306,2019-09-02 07:56:00,102,dairy,0,7,56,476,1
307,2019-09-02 07:57:00,86,fruit,0,7,57,477,0
308,2019-09-02 07:57:00,88,checkout,0,7,57,477,0
309,2019-09-02 07:57:00,92,checkout,0,7,57,477,0
310,2019-09-02 07:57:00,95,fruit,0,7,57,477,0
311,2019-09-02 07:57:00,98,drinks,0,7,57,477,0
312,2019-09-02 07:58:00,98,fruit,0,7,58,478,0
313,2019-09-02 07:58:00,99,drinks,0,7,58,478,0
314,2019-09-02 07:59:00,80,fruit,0,7,59,479,0
315,2019-09-02 07:59:00,91,checkout,0,7,59,479,0
316,2019-09-02 07:59:00,98,drinks,0,7,59,479,0
317,2019-09-02 08:00:00,98,checkout,0,8,0,480,0
318,2019-09-02 08:00:00,99,spices,0,8,0,480,0
319,2019-09-02 08:00:00,101,checkout,0,8,0,480,0
320,2019-09-02 08:01:00,84,drinks,0,8,1,481,0
321,2019-09-02 08:01:00,86,spices,0,8,1,481,0
322,2019-09-02 08:01:00,97,checkout,0,8,1,481,0
323,2019-09-02 08:01:00,99,drinks,0,8,1,481,0
324,2019-09-02 08:01:00,102,checkout,0,8,1,481,0
325,2019-09-02 08:02:00,80,checkout,0,8,2,482,0
326,2019-09-02 08:02:00,84,checkout,0,8,2,482,0
327,2019-09-02 08:02:00,95,spices,0,8,2,482,0
328,2019-09-02 08:02:00,103,dairy,0,8,2,482,1
329,2019-09-02 08:02:00,104,fruit,0,8,2,482,1
330,2019-09-02 08:02:00,105,fruit,0,8,2,482,1
331,2019-09-02 08:03:00,95,dairy,0,8,3,483,0
332,2019-09-02 08:03:00,99,checkout,0,8,3,483,0
333,2019-09-02 08:03:00,100,checkout,0,8,3,483,0
334,2019-09-02 08:03:00,105,checkout,0,8,3,483,0
335,2019-09-02 08:03:00,106,drinks,0,8,3,483,1
336,2019-09-02 08:03:00,107,dairy,0,8,3,483,1
337,2019-09-02 08:03:00,108,fruit,0,8,3,483,1
338,2019-09-02 08:04:00,103,drinks,0,8,4,484,0
339,2019-09-02 08:04:00,106,spices,0,8,4,484,0
340,2019-09-02 08:05:00,86,dairy,0,8,5,485,0
341,2019-09-02 08:05:00,103,spices,0,8,5,485,0
342,2019-09-02 08:05:00,109,dairy,0,8,5,485,1
343,2019-09-02 08:05:00,110,spices,0,8,5,485,1
344,2019-09-02 08:06:00,86,drinks,0,8,6,486,0
345,2019-09-02 08:06:00,103,drinks,0,8,6,486,0
346,2019-09-02 08:06:00,106,checkout,0,8,6,486,0
347,2019-09-02 08:06:00,108,dairy,0,8,6,486,0
348,2019-09-02 08:06:00,111,fruit,0,8,6,486,1
349,2019-09-02 08:06:00,112,fruit,0,8,6,486,1
350,2019-09-02 08:06:00,113,dairy,0,8,6,486,1
351,2019-09-02 08:06:00,114,drinks,0,8,6,486,1
352,2019-09-02 08:07:00,86,fruit,0,8,7,487,0
353,2019-09-02 08:07:00,108,checkout,0,8,7,487,0
354,2019-09-02 08:07:00,112,dairy,0,8,7,487,0
355,2019-09-02 08:07:00,114,checkout,0,8,7,487,0
356,2019-09-02 08:07:00,115,fruit,0,8,7,487,1
357,2019-09-02 08:07:00,116,drinks,0,8,7,487,1
358,2019-09-02 08:08:00,103,checkout,0,8,8,488,0
359,2019-09-02 08:08:00,104,spices,0,8,8,488,0
360,2019-09-02 08:08:00,110,dairy,0,8,8,488,0
361,2019-09-02 08:08:00,113,drinks,0,8,8,488,0
362,2019-09-02 08:08:00,116,checkout,0,8,8,488,0
363,2019-09-02 08:09:00,86,drinks,0,8,9,489,0
364,2019-09-02 08:09:00,104,drinks,0,8,9,489,0
365,2019-09-02 08:09:00,113,fruit,0,8,9,489,0
366,2019-09-02 08:10:00,117,dairy,0,8,10,490,1
367,2019-09-02 08:10:00,118,fruit,0,8,10,490,1
368,2019-09-02 08:10:00,119,drinks,0,8,10,490,1
369,2019-09-02 08:11:00,104,spices,0,8,11,491,0
370,2019-09-02 08:11:00,110,checkout,0,8,11,491,0
371,2019-09-02 08:11:00,113,checkout,0,8,11,491,0
372,2019-09-02 08:11:00,119,checkout,0,8,11,491,0
373,2019-09-02 08:11:00,120,spices,0,8,11,491,1
374,2019-09-02 08:11:00,121,dairy,0,8,11,491,1
375,2019-09-02 08:11:00,122,dairy,0,8,11,491,1
376,2019-09-02 08:12:00,86,checkout,0,8,12,492,0
377,2019-09-02 08:12:00,104,dairy,0,8,12,492,0
378,2019-09-02 08:12:00,117,spices,0,8,12,492,0
379,2019-09-02 08:12:00,118,checkout,0,8,12,492,0
380,2019-09-02 08:13:00,111,dairy,0,8,13,493,0
381,2019-09-02 08:13:00,112,checkout,0,8,13,493,0
382,2019-09-02 08:13:00,123,drinks,0,8,13,493,1
383,2019-09-02 08:14:00,115,checkout,0,8,14,494,0
384,2019-09-02 08:14:00,120,dairy,0,8,14,494,0
385,2019-09-02 08:14:00,124,fruit,0,8,14,494,1
386,2019-09-02 08:14:00,125,fruit,0,8,14,494,1
387,2019-09-02 08:14:00,126,fruit,0,8,14,494,1
388,2019-09-02 08:15:00,104,fruit,0,8,15,495,0
389,2019-09-02 08:15:00,111,checkout,0,8,15,495,0
390,2019-09-02 08:15:00,120,checkout,0,8,15,495,0
391,2019-09-02 08:16:00,117,drinks,0,8,16,496,0
392,2019-09-02 08:16:00,121,checkout,0,8,16,496,0
393,2019-09-02 08:16:00,122,drinks,0,8,16,496,0
394,2019-09-02 08:16:00,124,checkout,0,8,16,496,0
395,2019-09-02 08:16:00,125,checkout,0,8,16,496,0
396,2019-09-02 08:16:00,127,spices,0,8,16,496,1
397,2019-09-02 08:16:00,128,fruit,0,8,16,496,1
398,2019-09-02 08:16:00,129,spices,0,8,16,496,1
399,2019-09-02 08:16:00,130,drinks,0,8,16,496,1
400,2019-09-02 08:17:00,117,checkout,0,8,17,497,0
401,2019-09-02 08:17:00,122,checkout,0,8,17,497,0
402,2019-09-02 08:17:00,123,dairy,0,8,17,497,0
403,2019-09-02 08:17:00,127,fruit,0,8,17,497,0
404,2019-09-02 08:17:00,129,checkout,0,8,17,497,0
405,2019-09-02 08:18:00,107,spices,0,8,18,498,0
406,2019-09-02 08:18:00,123,checkout,0,8,18,498,0
407,2019-09-02 08:18:00,127,spices,0,8,18,498,0
408,2019-09-02 08:18:00,130,checkout,0,8,18,498,0
409,2019-09-02 08:19:00,107,checkout,0,8,19,499,0
410,2019-09-02 08:19:00,127,checkout,0,8,19,499,0
411,2019-09-02 08:20:00,131,dairy,0,8,20,500,1
412,2019-09-02 08:21:00,126,checkout,0,8,21,501,0
413,2019-09-02 08:21:00,131,checkout,0,8,21,501,0
414,2019-09-02 08:21:00,132,fruit,0,8,21,501,1
415,2019-09-02 08:22:00,95,checkout,0,8,22,502,0
416,2019-09-02 08:22:00,128,checkout,0,8,22,502,0
417,2019-09-02 08:22:00,133,dairy,0,8,22,502,1
418,2019-09-02 08:22:00,134,drinks,0,8,22,502,1
419,2019-09-02 08:22:00,135,dairy,0,8,22,502,1
420,2019-09-02 08:22:00,136,dairy,0,8,22,502,1
421,2019-09-02 08:22:00,137,fruit,0,8,22,502,1
422,2019-09-02 08:22:00,138,fruit,0,8,22,502,1
423,2019-09-02 08:22:00,139,dairy,0,8,22,502,1
424,2019-09-02 08:22:00,140,fruit,0,8,22,502,1
425,2019-09-02 08:23:00,132,checkout,0,8,23,503,0
426,2019-09-02 08:23:00,138,dairy,0,8,23,503,0
427,2019-09-02 08:23:00,141,fruit,0,8,23,503,1
428,2019-09-02 08:23:00,142,dairy,0,8,23,503,1
429,2019-09-02 08:23:00,143,dairy,0,8,23,503,1
430,2019-09-02 08:24:00,104,checkout,0,8,24,504,0
431,2019-09-02 08:24:00,138,spices,0,8,24,504,0
432,2019-09-02 08:25:00,133,drinks,0,8,25,505,0
433,2019-09-02 08:25:00,138,drinks,0,8,25,505,0
434,2019-09-02 08:25:00,139,checkout,0,8,25,505,0
435,2019-09-02 08:25:00,140,checkout,0,8,25,505,0
436,2019-09-02 08:25:00,141,checkout,0,8,25,505,0
437,2019-09-02 08:26:00,134,checkout,0,8,26,506,0
438,2019-09-02 08:26:00,135,checkout,0,8,26,506,0
439,2019-09-02 08:26:00,136,drinks,0,8,26,506,0
440,2019-09-02 08:26:00,137,checkout,0,8,26,506,0
441,2019-09-02 08:26:00,143,drinks,0,8,26,506,0
442,2019-09-02 08:26:00,144,drinks,0,8,26,506,1
443,2019-09-02 08:26:00,145,drinks,0,8,26,506,1
444,2019-09-02 08:26:00,146,dairy,0,8,26,506,1
445,2019-09-02 08:27:00,136,fruit,0,8,27,507,0
446,2019-09-02 08:27:00,143,checkout,0,8,27,507,0
447,2019-09-02 08:27:00,145,checkout,0,8,27,507,0
448,2019-09-02 08:28:00,136,checkout,0,8,28,508,0
449,2019-09-02 08:28:00,142,drinks,0,8,28,508,0
450,2019-09-02 08:28:00,146,spices,0,8,28,508,0
